,source,dest,cost,time
1558,source-10,E490 (WYOMING MCHY),2908.32,5.72
1559,source-10,E500 (ZIEGLER),2181.24,4.29
1560,source-10,H070 (CASHMAN EQ),2908.32,5.72
1561,source-10,H160 (EMPIRE MACHY),2908.32,5.72
1562,source-10,H190 (HAWTHORNE MACHY),2908.32,5.72
1563,source-10,H200 (HOLT OF CA),2908.32,5.72
1564,source-10,H270 (JOHNSON MCHY),2908.32,5.72
1565,source-10,H330 (N C MACHINERY),3635.4,7.15
1566,source-10,H360 (PETERSON MACH),3635.4,7.15
1567,source-10,H370 (PETERSON TR),3635.4,7.15
1568,source-10,H430 (QUINN COMPANY),2908.32,5.72
1569,source-10,H510 (WESTERN ST. EQ.),2908.32,5.72
1570,source-10,N020 (TOROMONT CAT),2181.24,4.29
1571,source-10,N02P (BATTLEFIELD EQ),727.08,1.43
1572,source-10,N030 (FINNING INT'L),3635.4,7.15
1573,source-10,N03C (RAYDON RENTALS),3635.4,7.15
1574,source-10,N050 (HEWITT EQ),1454.16,2.86
1575,source-10,N070 (KRAMER),2181.24,4.29
1576,source-10,N140 (ATLANTIC T AND E),1454.16,2.86
1577,source-10,N600 (PIPELINE MACH),2181.24,4.29
1578,source-10,P280 (MATCO),2908.32,5.72
1579,source-10,R150 (PANAMERICAN),1454.16,2.86
1580,source-10,N1,727.08,1.43
1581,source-10,N2,1454.16,2.86
1582,source-10,N3,2181.24,4.29
1583,source-10,N4,2181.24,4.29
1584,source-10,N5,2908.32,5.72
1585,source-10,N6,3635.4,7.15
1586,source-10,source-1,3635.4,7.15
1587,source-10,source-2,2908.32,5.72
1588,source-10,source-3,2181.24,4.29
1589,source-10,source-4,2181.24,4.29
1590,source-10,source-5,3635.4,7.15
1591,source-10,source-6,1454.16,2.86
1592,source-10,source-7,1454.16,2.86
1593,source-10,source-8,2181.24,4.29
1594,source-10,source-9,4362.48,8.58
1595,source-10,source-10,727.08,1.43
1596,source-10,source-11,1454.16,2.86
1597,source-11,B010 (ALBAN TRACTOR),727.08,1.43
1598,source-11,B190 (GILES AND RANSOME),1454.16,2.86
1599,source-11,B030 (ALTORFER),1454.16,2.86
1600,source-11,B150 (CLEVELAND BROS),1454.16,2.86
1601,source-11,B160 (FABCO EQ),2181.24,4.29
1602,source-11,B170 (FOLEY INC.),1454.16,2.86
1603,source-11,B270 (MACALLISTER),1454.16,2.86
1604,source-11,B290 (MICHIGAN CAT),2181.24,4.29
1605,source-11,B330 (OHIO MACHINERY),1454.16,2.86
1606,source-11,B350 (PATTEN IND),1454.16,2.86
1607,source-11,B370 (H.O. PENN MCHY),1454.16,2.86
1608,source-11,B420 (MILTON CAT),1454.16,2.86
1609,source-11,D070 (BLANCHARD MCHY),727.08,1.43
1610,source-11,D090 (CAROLINA TR),727.08,1.43
1611,source-11,D100 (CARTER MCHY),727.08,1.43
1612,source-11,D120 (FABICK TR),1454.16,2.86
1613,source-11,D180 (GREGORY POOLE),727.08,1.43
1614,source-11,D241 (LOUISIANA MCHY),2181.24,4.29
1615,source-11,D260 (KELLY TRACTOR),1454.16,2.86
1616,source-11,D310 (J.A. RIGGS),1454.16,2.86
1617,source-11,D350 (RING POWER),1454.16,2.86
1618,source-11,D390 (STOWERS MCHY),1454.16,2.86
1619,source-11,D420 (THOMPSON MACH),1454.16,2.86
1620,source-11,D430 (THOMPSON TR),1454.16,2.86
1621,source-11,D440 (PUCKETT MACHY),1454.16,2.86
1622,source-11,D470 (CI WALKER MCHY),1454.16,2.86
1623,source-11,D480 (WHAYNE SUPPLY),1454.16,2.86
1624,source-11,D500 (YANCEY BROS),1454.16,2.86
1625,source-11,D600 (PIPELINE MACH),2908.32,5.72
1626,source-11,E070 (BUTLER MCHY),2908.32,5.72
1627,source-11,E130 (FOLEY EQUIPMENT),2181.24,4.29
1628,source-11,E140 (HOLT TEXAS),2181.24,4.29
1629,source-11,E250 (WAGNER EQ),2908.32,5.72
1630,source-11,E300 (MUSTANG MACH),2181.24,4.29
1631,source-11,E30A (MUSTANG RENTAL),2181.24,4.29
1632,source-11,E330 (NEBRASKA MCHY),1454.16,2.86
1633,source-11,E459 (WARREN POWER),2181.24,4.29
1634,source-11,E480 (WHEELER MCHY),2908.32,5.72
1635,source-11,E490 (WYOMING MCHY),2908.32,5.72
1636,source-11,E500 (ZIEGLER),2181.24,4.29
1637,source-11,H070 (CASHMAN EQ),2908.32,5.72
1638,source-11,H160 (EMPIRE MACHY),2908.32,5.72
1639,source-11,H190 (HAWTHORNE MACHY),2908.32,5.72
1640,source-11,H200 (HOLT OF CA),2908.32,5.72
1641,source-11,H270 (JOHNSON MCHY),2908.32,5.72
1642,source-11,H330 (N C MACHINERY),3635.4,7.15
1643,source-11,H360 (PETERSON MACH),3635.4,7.15
1644,source-11,H370 (PETERSON TR),3635.4,7.15
1645,source-11,H430 (QUINN COMPANY),2908.32,5.72
1646,source-11,H510 (WESTERN ST. EQ.),2908.32,5.72
1647,source-11,N020 (TOROMONT CAT),2908.32,5.72
1648,source-11,N02P (BATTLEFIELD EQ),2181.24,4.29
1649,source-11,N030 (FINNING INT'L),3635.4,7.15
1650,source-11,N03C (RAYDON RENTALS),3635.4,7.15
1651,source-11,N050 (HEWITT EQ),2181.24,4.29
1652,source-11,N070 (KRAMER),2908.32,5.72
1653,source-11,N140 (ATLANTIC T AND E),2181.24,4.29
1654,source-11,N600 (PIPELINE MACH),2908.32,5.72
1655,source-11,P280 (MATCO),2908.32,5.72
1656,source-11,R150 (PANAMERICAN),727.08,1.43
1657,source-11,V208 (WAGNER ASIA),2181.24,4.29
1658,source-11,N1,1454.16,2.86
1659,source-11,N2,727.08,1.43
1660,source-11,N3,1454.16,2.86
1661,source-11,N4,2181.24,4.29
1662,source-11,N5,2908.32,5.72
1663,source-11,N6,3635.4,7.15
1664,source-11,source-1,3635.4,7.15
1665,source-11,source-2,2908.32,5.72
1666,source-11,source-3,2181.24,4.29
1667,source-11,source-4,2181.24,4.29
1668,source-11,source-5,3635.4,7.15
1669,source-11,source-6,2181.24,4.29
1670,source-11,source-7,1454.16,2.86
1671,source-11,source-8,2181.24,4.29
1672,source-11,source-9,4362.48,8.58
1673,source-11,source-10,1454.16,2.86
1674,source-11,source-11,727.08,1.43
1675,source-12,P050 (IIASA PANAMA),727.08,1.43
1676,source-12,P120 (COGESA),1454.16,2.86
1677,source-12,P210 (MATRA),1454.16,2.86
1678,source-12,P340 (CEMCOL),1454.16,2.86
1679,source-12,P370 (NIMAC),1454.16,2.86
1680,source-12,R070 (FERREYROS ORVIS),727.08,1.43
1681,source-12,R080 (FERREYROS),1454.16,2.86
1682,source-12,R095 (FERREYROS UNIMA),727.08,1.43
1683,source-12,R400 (VENEQUIP),1454.16,2.86
1684,source-12,R440 (IIASA),1454.16,2.86
1685,source-12,R460 (GECOLSA),727.08,1.43
1686,source-12,U060 (SOTREQ),3635.4,7.15
1687,source-12,U170 (PARANA EQ),3635.4,7.15
1688,source-12,S1,1454.16,2.86
1689,source-12,S6,1454.16,2.86
1690,source-12,S7,727.08,1.43
1691,source-12,source-12,727.08,1.43
1692,source-12,source-13,1454.16,2.86
1693,source-12,source-15,1454.16,2.86
1694,source-13,R080 (FERREYROS),727.08,1.43
1695,source-13,R180 (FINNING BOLIVIA),1454.16,2.86
1696,source-13,R400 (VENEQUIP),2181.24,4.29
1697,source-13,R440 (IIASA),727.08,1.43
1698,source-13,R460 (GECOLSA),1454.16,2.86
1699,source-13,U060 (SOTREQ),2908.32,5.72
1700,source-13,U170 (PARANA EQ),2908.32,5.72
1701,source-13,S6,727.08,1.43
1702,source-13,S7,1454.16,2.86
1703,source-13,source-12,1454.16,2.86
1704,source-13,source-13,727.08,1.43
1705,source-13,source-15,2181.24,4.29
1706,source-14,R050 (FINNING AR),1454.16,2.86
1707,source-14,R070 (FERREYROS ORVIS),1454.16,2.86
1708,source-14,R095 (FERREYROS UNIMA),1454.16,2.86
1709,source-14,R100 (FINNING URUGUAY),1454.16,2.86
1710,source-14,R120 (FINNING CHILE),727.08,1.43
1711,source-14,R400 (VENEQUIP),3635.4,7.15
1712,source-14,U060 (SOTREQ),2181.24,4.29
1713,source-14,U170 (PARANA EQ),2181.24,4.29
1714,source-14,S4,1454.16,2.86
1715,source-14,S5,727.08,1.43
1716,source-14,S8,2181.24,4.29
1717,source-14,source-14,727.08,1.43
1718,source-15,P160 (IMCA),727.08,1.43
1719,source-15,P310 (TRACMAC),727.08,1.43
1720,source-15,P420 (RIMCO),727.08,1.43
1721,source-15,R070 (FERREYROS ORVIS),1454.16,2.86
1722,source-15,R095 (FERREYROS UNIMA),1454.16,2.86
1723,source-15,R160 (MACORP GUYANA),1454.16,2.86
1724,source-15,R350 (CKC SURMAC),1454.16,2.86
1725,source-15,R400 (VENEQUIP),727.08,1.43
1726,source-15,R460 (GECOLSA),1454.16,2.86
1727,source-15,U060 (SOTREQ),4362.48,8.58
1728,source-15,U170 (PARANA EQ),4362.48,8.58
1729,source-15,S1,727.08,1.43
1730,source-15,S2,2181.24,4.29
1731,source-15,S7,1454.16,2.86
1732,source-15,source-12,1454.16,2.86
1733,source-15,source-13,2181.24,4.29
1734,source-15,source-15,727.08,1.43
1735,source-16,P050 (IIASA PANAMA),1454.16,2.86
1736,source-16,R050 (FINNING AR),727.08,1.43
1737,source-16,R100 (FINNING URUGUAY),727.08,1.43
1738,source-16,R120 (FINNING CHILE),1454.16,2.86
1739,source-16,R180 (FINNING BOLIVIA),2181.24,4.29
1740,source-16,R200 (PETERSEN),2181.24,4.29
1741,source-16,R400 (VENEQUIP),4362.48,8.58
1742,source-16,U060 (SOTREQ),2181.24,4.29
1743,source-16,U170 (PARANA EQ),2181.24,4.29
1744,source-16,S3,2181.24,4.29
1745,source-16,S4,727.08,1.43
1746,source-16,S5,1454.16,2.86
1747,source-16,S8,1454.16,2.86
1748,source-16,source-16,727.08,1.43
1749,source-16,source-17,2181.24,4.29
1750,source-17,P050 (IIASA PANAMA),3635.4,7.15
1751,source-17,R050 (FINNING AR),2181.24,4.29
1752,source-17,R100 (FINNING URUGUAY),2181.24,4.29
1753,source-17,R160 (MACORP GUYANA),2181.24,4.29
1754,source-17,R180 (FINNING BOLIVIA),1454.16,2.86
1755,source-17,R200 (PETERSEN),727.08,1.43
1756,source-17,R350 (CKC SURMAC),2181.24,4.29
1757,source-17,R400 (VENEQUIP),3635.4,7.15
1758,source-17,U060 (SOTREQ),727.08,1.43
1759,source-17,U170 (PARANA EQ),727.08,1.43
1760,source-17,S2,2181.24,4.29
1761,source-17,S3,727.08,1.43
1762,source-17,S4,2181.24,4.29
1763,source-17,S8,1454.16,2.86
1764,source-17,source-16,2181.24,4.29
1765,source-17,source-17,727.08,1.43
1766,source-18,K310 (DELMAS),727.08,1.43
1767,source-18,M610 (FINNING (U.K.)),727.08,1.43
1768,source-18,E4,727.08,1.43
1769,source-18,source-18,727.08,1.43
1770,source-19,K310 (DELMAS),727.08,1.43
1771,source-19,K600 (TRACTAFRIC),727.08,1.43
1772,source-19,L010 (AVESCO),1454.16,2.86
1773,source-19,L030 (BERGERAT-FR),1454.16,2.86
1774,source-19,L040 (PON EQ A S DK),2181.24,4.29
1775,source-19,L080 (ZEPPELIN AT),1454.16,2.86
1776,source-19,L110 (PON EQ BV NL),2908.32,5.72
1777,source-19,L240 (ZEPPELIN DE),1454.16,2.86
1778,source-19,L24A (ZEPPELIN RENT),1454.16,2.86
1779,source-19,L310 (PON EQ AS NO),3635.4,7.15
1780,source-19,L390 (WITRAKTOR),2181.24,4.29
1781,source-19,L400 (BERGERAT-BE),1454.16,2.86
1782,source-19,M030 (ELTRAK),2181.24,4.29
1783,source-19,M040 (CGT),2181.24,4.29
1784,source-19,M180 (FSA),727.08,1.43
1785,source-19,M512 (CGT EDILIZIA),2181.24,4.29
1786,source-19,M530 (ELTRAK BG),2181.24,4.29
1787,source-19,V27E (ZEPPELIN RUSSIA),3635.4,7.15
1788,source-19,V27F (ZEPPELIN RUSSIA),3635.4,7.15
1789,source-19,V27U (ZEPPELIN RUSSIA),3635.4,7.15
1790,source-19,V351 (ZEPPELIN  UA),2181.24,4.29
1791,source-19,X080 (HUNTRACO),2181.24,4.29
1792,source-19,X150 (TEKNOXGROUP),2908.32,5.72
1793,source-19,X171 (BERGERAT-RO),2181.24,4.29
1794,source-19,X190 (PHOENIX ZEPP.),2181.24,4.29
1795,source-19,X191 (PHOENIX ZEPP.),2181.24,4.29
1796,source-19,X260 (MAGELLAN),1454.16,2.86
1797,source-19,X320 (WIHURI AS (EE)),2181.24,4.29
1798,source-19,X350 (WITRAKTOR (LV)),2181.24,4.29
1799,source-19,X355 (WITRAKTOR (LT)),2181.24,4.29
1800,source-19,X490 (BERGERAT POLAND),2181.24,4.29
1801,source-19,E1,1454.16,2.86
1802,source-19,E2,2181.24,4.29
1803,source-19,E5,727.08,1.43
1804,source-19,source-19,727.08,1.43
1805,source-19,source-20,2908.32,5.72
1806,source-19,source-21,1454.16,2.86
1807,source-19,source-22,2181.24,4.29
1808,source-19,source-24,2181.24,4.29
1809,source-19,source-25,2181.24,4.29
1810,source-20,K310 (DELMAS),727.08,1.43
1811,source-20,L010 (AVESCO),1454.16,2.86
1812,source-20,L030 (BERGERAT-FR),1454.16,2.86
1813,source-20,L040 (PON EQ A S DK),727.08,1.43
1814,source-20,L080 (ZEPPELIN AT),1454.16,2.86
1815,source-20,L100 (PON EQ AB SE),727.08,1.43
1816,source-20,L110 (PON EQ BV NL),727.08,1.43
1817,source-20,L240 (ZEPPELIN DE),1454.16,2.86
1818,source-20,L24A (ZEPPELIN RENT),1454.16,2.86
1819,source-20,L310 (PON EQ AS NO),727.08,1.43
1820,source-20,L390 (WITRAKTOR),1454.16,2.86
1821,source-20,L400 (BERGERAT-BE),1454.16,2.86
1822,source-20,M030 (ELTRAK),2908.32,5.72
1823,source-20,M040 (CGT),2908.32,5.72
1824,source-20,M180 (FSA),2908.32,5.72
1825,source-20,M512 (CGT EDILIZIA),2908.32,5.72
1826,source-20,M530 (ELTRAK BG),2181.24,4.29
1827,source-20,V27E (ZEPPELIN RUSSIA),2908.32,5.72
1828,source-20,V27F (ZEPPELIN RUSSIA),2908.32,5.72
1829,source-20,V27U (ZEPPELIN RUSSIA),2908.32,5.72
1830,source-20,V351 (ZEPPELIN  UA),2908.32,5.72
1831,source-20,X080 (HUNTRACO),1454.16,2.86
1832,source-20,X150 (TEKNOXGROUP),2181.24,4.29
1833,source-20,X171 (BERGERAT-RO),1454.16,2.86
1834,source-20,X190 (PHOENIX ZEPP.),1454.16,2.86
1835,source-20,X191 (PHOENIX ZEPP.),1454.16,2.86
1836,source-20,X320 (WIHURI AS (EE)),1454.16,2.86
1837,source-20,X350 (WITRAKTOR (LV)),1454.16,2.86
1838,source-20,X355 (WITRAKTOR (LT)),1454.16,2.86
1839,source-20,X490 (BERGERAT POLAND),1454.16,2.86
1840,source-20,E1,2181.24,4.29
1841,source-20,E2,1454.16,2.86
1842,source-20,E3,727.08,1.43
1843,source-20,E5,2908.32,5.72
1844,source-20,E6,2908.32,5.72
1845,source-20,E7,2181.24,4.29
1846,source-20,E10,2908.32,5.72
1847,source-20,source-19,2908.32,5.72
1848,source-20,source-20,727.08,1.43
1849,source-20,source-21,2181.24,4.29
1850,source-20,source-22,2908.32,5.72
1851,source-20,source-24,1454.16,2.86
1852,source-20,source-25,2181.24,4.29
1853,source-21,K310 (DELMAS),727.08,1.43
1854,source-21,L010 (AVESCO),727.08,1.43
1855,source-21,L030 (BERGERAT-FR),727.08,1.43
1856,source-21,L040 (PON EQ A S DK),1454.16,2.86
1857,source-21,L080 (ZEPPELIN AT),727.08,1.43
1858,source-21,L100 (PON EQ AB SE),2908.32,5.72
1859,source-21,L110 (PON EQ BV NL),1454.16,2.86
1860,source-21,L240 (ZEPPELIN DE),727.08,1.43
1861,source-21,L24A (ZEPPELIN RENT),727.08,1.43
1862,source-21,L310 (PON EQ AS NO),2908.32,5.72
1863,source-21,L390 (WITRAKTOR),1454.16,2.86
1864,source-21,L400 (BERGERAT-BE),727.08,1.43
1865,source-21,M030 (ELTRAK),1454.16,2.86
1866,source-21,M040 (CGT),1454.16,2.86
1867,source-21,M180 (FSA),1454.16,2.86
1868,source-21,M450 (BORUSAN MAKINA),1454.16,2.86
1869,source-21,M512 (CGT EDILIZIA),1454.16,2.86
1870,source-21,M530 (ELTRAK BG),1454.16,2.86
1871,source-21,V27E (ZEPPELIN RUSSIA),2908.32,5.72
1872,source-21,V27F (ZEPPELIN RUSSIA),2908.32,5.72
1873,source-21,V27U (ZEPPELIN RUSSIA),2908.32,5.72
1874,source-21,V351 (ZEPPELIN  UA),727.08,1.43
1875,source-21,X080 (HUNTRACO),1454.16,2.86
1876,source-21,X150 (TEKNOXGROUP),1454.16,2.86
1877,source-21,X171 (BERGERAT-RO),1454.16,2.86
1878,source-21,X190 (PHOENIX ZEPP.),1454.16,2.86
1879,source-21,X191 (PHOENIX ZEPP.),1454.16,2.86
1880,source-21,X260 (MAGELLAN),727.08,1.43
1881,source-21,X320 (WIHURI AS (EE)),1454.16,2.86
1882,source-21,X350 (WITRAKTOR (LV)),1454.16,2.86
1883,source-21,X355 (WITRAKTOR (LT)),1454.16,2.86
1884,source-21,X490 (BERGERAT POLAND),1454.16,2.86
1885,source-21,E1,727.08,1.43
1886,source-21,E2,1454.16,2.86
1887,source-21,E3,1454.16,2.86
1888,source-21,E5,1454.16,2.86
1889,source-21,E6,1454.16,2.86
1890,source-21,E7,1454.16,2.86
1891,source-21,E10,2181.24,4.29
1892,source-21,source-19,1454.16,2.86
1893,source-21,source-20,2181.24,4.29
1894,source-21,source-21,727.08,1.43
1895,source-21,source-22,1454.16,2.86
1896,source-21,source-24,1454.16,2.86
1897,source-21,source-25,1454.16,2.86
1898,source-22,K310 (DELMAS),1454.16,2.86
1899,source-22,K666 (UNATRAC HOLDING),1454.16,2.86
1900,source-22,L010 (AVESCO),1454.16,2.86
1901,source-22,L030 (BERGERAT-FR),1454.16,2.86
1902,source-22,L040 (PON EQ A S DK),2181.24,4.29
1903,source-22,L080 (ZEPPELIN AT),1454.16,2.86
1904,source-22,L100 (PON EQ AB SE),3635.4,7.15
1905,source-22,L110 (PON EQ BV NL),1454.16,2.86
1906,source-22,L240 (ZEPPELIN DE),1454.16,2.86
1907,source-22,L24A (ZEPPELIN RENT),1454.16,2.86
1908,source-22,L310 (PON EQ AS NO),3635.4,7.15
1909,source-22,L390 (WITRAKTOR),2181.24,4.29
1910,source-22,L400 (BERGERAT-BE),1454.16,2.86
1911,source-22,M030 (ELTRAK),727.08,1.43
1912,source-22,M040 (CGT),727.08,1.43
1913,source-22,M080 (I.T.E.),727.08,1.43
1914,source-22,M180 (FSA),1454.16,2.86
1915,source-22,M400 (PARENIN),727.08,1.43
1916,source-22,M450 (BORUSAN MAKINA),1454.16,2.86
1917,source-22,M512 (CGT EDILIZIA),727.08,1.43
1918,source-22,M530 (ELTRAK BG),1454.16,2.86
1919,source-22,M620 (MANTRAC EGYPT),1454.16,2.86
1920,source-22,Q160 (JALLAD LEBANON),727.08,1.43
1921,source-22,V27E (ZEPPELIN RUSSIA),2908.32,5.72
1922,source-22,V27F (ZEPPELIN RUSSIA),2908.32,5.72
1923,source-22,V27U (ZEPPELIN RUSSIA),2908.32,5.72
1924,source-22,V351 (ZEPPELIN  UA),727.08,1.43
1925,source-22,X080 (HUNTRACO),2181.24,4.29
1926,source-22,X150 (TEKNOXGROUP),2908.32,5.72
1927,source-22,X171 (BERGERAT-RO),2181.24,4.29
1928,source-22,X190 (PHOENIX ZEPP.),2181.24,4.29
1929,source-22,X191 (PHOENIX ZEPP.),2181.24,4.29
1930,source-22,X320 (WIHURI AS (EE)),2181.24,4.29
1931,source-22,X350 (WITRAKTOR (LV)),2181.24,4.29
1932,source-22,X355 (WITRAKTOR (LT)),2181.24,4.29
1933,source-22,X490 (BERGERAT POLAND),2181.24,4.29
1934,source-22,X540 (MTI),1454.16,2.86
1935,source-22,E1,1454.16,2.86
1936,source-22,E2,2181.24,4.29
1937,source-22,E3,2908.32,5.72
1938,source-22,E5,2181.24,4.29
1939,source-22,E6,727.08,1.43
1940,source-22,E7,2181.24,4.29
1941,source-22,E10,2908.32,5.72
1942,source-22,source-19,2181.24,4.29
1943,source-22,source-20,2908.32,5.72
1944,source-22,source-21,1454.16,2.86
1945,source-22,source-22,727.08,1.43
1946,source-22,source-26,1454.16,2.86
1947,source-23,K310 (DELMAS),2181.24,4.29
1948,source-23,K610 (TRACTAFRIC CM),1454.16,2.86
1949,source-23,K620 (TRACTAFRIC CG),727.08,1.43
1950,source-23,K630 (TRACTAFRIC GA),727.08,1.43
1951,source-23,K645 (BARTRAC EQUIP),1454.16,2.86
1952,source-23,X490 (BERGERAT POLAND),727.08,1.43
1953,source-23,M7,727.08,1.43
1954,source-23,M8,2181.24,4.29
1955,source-23,M12,727.08,1.43
1956,source-23,M13,1454.16,2.86
1957,source-23,source-23,727.08,1.43
1958,source-24,J122 (SIME DARBY CEL),2908.32,5.72
1959,source-24,L010 (AVESCO),1454.16,2.86
1960,source-24,L030 (BERGERAT-FR),1454.16,2.86
1961,source-24,L040 (PON EQ A S DK),1454.16,2.86
1962,source-24,L080 (ZEPPELIN AT),1454.16,2.86
1963,source-24,L100 (PON EQ AB SE),2181.24,4.29
1964,source-24,L110 (PON EQ BV NL),1454.16,2.86
1965,source-24,L240 (ZEPPELIN DE),1454.16,2.86
1966,source-24,L24A (ZEPPELIN RENT),1454.16,2.86
1967,source-24,L310 (PON EQ AS NO),2181.24,4.29
1968,source-24,L390 (WITRAKTOR),727.08,1.43
1969,source-24,L400 (BERGERAT-BE),1454.16,2.86
1970,source-24,M030 (ELTRAK),2181.24,4.29
1971,source-24,M040 (CGT),2181.24,4.29
1972,source-24,M180 (FSA),2181.24,4.29
1973,source-24,M450 (BORUSAN MAKINA),1454.16,2.86
1974,source-24,M512 (CGT EDILIZIA),2181.24,4.29
1975,source-24,M530 (ELTRAK BG),1454.16,2.86
1976,source-24,V27E (ZEPPELIN RUSSIA),2181.24,4.29
1977,source-24,V27F (ZEPPELIN RUSSIA),2181.24,4.29
1978,source-24,V27U (ZEPPELIN RUSSIA),2181.24,4.29
1979,source-24,V351 (ZEPPELIN  UA),1454.16,2.86
1980,source-24,X080 (HUNTRACO),727.08,1.43
1981,source-24,X150 (TEKNOXGROUP),1454.16,2.86
1982,source-24,X171 (BERGERAT-RO),727.08,1.43
1983,source-24,X190 (PHOENIX ZEPP.),727.08,1.43
1984,source-24,X191 (PHOENIX ZEPP.),727.08,1.43
1985,source-24,X320 (WIHURI AS (EE)),727.08,1.43
1986,source-24,X350 (WITRAKTOR (LV)),727.08,1.43
1987,source-24,X355 (WITRAKTOR (LT)),727.08,1.43
1988,source-24,X490 (BERGERAT POLAND),1454.16,2.86
1989,source-24,E1,1454.16,2.86
1990,source-24,E2,727.08,1.43
1991,source-24,E3,1454.16,2.86
1992,source-24,E5,2181.24,4.29
1993,source-24,E6,2181.24,4.29
1994,source-24,E7,1454.16,2.86
1995,source-24,E10,2181.24,4.29
1996,source-24,source-19,2181.24,4.29
1997,source-24,source-20,1454.16,2.86
1998,source-24,source-21,1454.16,2.86
1999,source-24,source-24,727.08,1.43
2000,source-24,source-25,1454.16,2.86
2001,source-25,L010 (AVESCO),1454.16,2.86
2002,source-25,L030 (BERGERAT-FR),1454.16,2.86
2003,source-25,L040 (PON EQ A S DK),2181.24,4.29
2004,source-25,L080 (ZEPPELIN AT),1454.16,2.86
2005,source-25,L100 (PON EQ AB SE),2908.32,5.72
2006,source-25,L110 (PON EQ BV NL),1454.16,2.86
2007,source-25,L240 (ZEPPELIN DE),1454.16,2.86
2008,source-25,L24A (ZEPPELIN RENT),1454.16,2.86
2009,source-25,L310 (PON EQ AS NO),2908.32,5.72
2010,source-25,L390 (WITRAKTOR),1454.16,2.86
2011,source-25,L400 (BERGERAT-BE),1454.16,2.86
2012,source-25,M030 (ELTRAK),2181.24,4.29
2013,source-25,M040 (CGT),2181.24,4.29
2014,source-25,M080 (I.T.E.),1454.16,2.86
2015,source-25,M180 (FSA),2181.24,4.29
2016,source-25,M450 (BORUSAN MAKINA),727.08,1.43
2017,source-25,M512 (CGT EDILIZIA),2181.24,4.29
2018,source-25,M530 (ELTRAK BG),727.08,1.43
2019,source-25,Q160 (JALLAD LEBANON),1454.16,2.86
2020,source-25,V255 (ZEPPELIN AM),2181.24,4.29
2021,source-25,V27E (ZEPPELIN RUSSIA),2181.24,4.29
2022,source-25,V27F (ZEPPELIN RUSSIA),2181.24,4.29
2023,source-25,V27U (ZEPPELIN RUSSIA),2181.24,4.29
2024,source-25,V351 (ZEPPELIN  UA),1454.16,2.86
2025,source-25,V362 (MIT AZERBAIJAN),2181.24,4.29
2026,source-25,V363 (MIT KAZAKHSTAN),2181.24,4.29
2027,source-25,X080 (HUNTRACO),1454.16,2.86
2028,source-25,X150 (TEKNOXGROUP),727.08,1.43
2029,source-25,X171 (BERGERAT-RO),1454.16,2.86
2030,source-25,X190 (PHOENIX ZEPP.),1454.16,2.86
2031,source-25,X191 (PHOENIX ZEPP.),1454.16,2.86
2032,source-25,X320 (WIHURI AS (EE)),1454.16,2.86
2033,source-25,X350 (WITRAKTOR (LV)),1454.16,2.86
2034,source-25,X355 (WITRAKTOR (LT)),1454.16,2.86
2035,source-25,E1,1454.16,2.86
2036,source-25,E2,1454.16,2.86
2037,source-25,E3,2181.24,4.29
2038,source-25,E5,2908.32,5.72
2039,source-25,E6,2908.32,5.72
2040,source-25,E7,727.08,1.43
2041,source-25,E10,1454.16,2.86
2042,source-25,source-19,2181.24,4.29
2043,source-25,source-20,2181.24,4.29
2044,source-25,source-21,1454.16,2.86
2045,source-25,source-24,1454.16,2.86
2046,source-25,source-25,727.08,1.43
2047,source-26,K491 (EZENTUS FZE),1454.16,2.86
2048,source-26,K625 (TRACTAFRIC MA),2181.24,4.29
2049,source-26,K666 (UNATRAC HOLDING),727.08,1.43
2050,source-26,M080 (I.T.E.),1454.16,2.86
2051,source-26,M400 (PARENIN),1454.16,2.86
2052,source-26,M450 (BORUSAN MAKINA),1454.16,2.86
2053,source-26,M620 (MANTRAC EGYPT),727.08,1.43
2054,source-26,Q160 (JALLAD LEBANON),1454.16,2.86
2055,source-26,E6,1454.16,2.86
2056,source-26,M1,727.08,1.43
2057,source-26,M2,1454.16,2.86
2058,source-26,source-22,1454.16,2.86
2059,source-26,source-26,727.08,1.43
2060,source-27,K02A (BARLOWORLD AO),1454.16,2.86
2061,source-27,K030 (BARLOWORLD ZA),727.08,1.43
2062,source-27,M5,1454.16,2.86
2063,source-27,M6,727.08,1.43
2064,source-27,M11,1454.16,2.86
2065,source-27,M12,1454.16,2.86
2066,source-27,M13,727.08,1.43
2067,source-27,source-27,727.08,1.43
2068,source-28,J090 (GMMCO SOUTH),1454.16,2.86
2069,source-28,J093 (GMMCO EAST),727.08,1.43
2070,source-28,J09R (GMMCO NORTH),1454.16,2.86
2071,source-28,J09T (GMMCO WEST),727.08,1.43
2072,source-28,J250 (TIPL EAST),1454.16,2.86
2073,source-28,J251 (TIPL NC),1454.16,2.86
2074,source-28,J25C (TIPL SE),1454.16,2.86
2075,source-28,J25D (TIPL NORTH),1454.16,2.86
2076,source-28,A7,727.08,1.43
2077,source-28,source-28,727.08,1.43
2078,source-28,source-29,1454.16,2.86
2079,source-29,J090 (GMMCO SOUTH),727.08,1.43
2080,source-29,J093 (GMMCO EAST),727.08,1.43
2081,source-29,J09R (GMMCO NORTH),1454.16,2.86
2082,source-29,J09T (GMMCO WEST),1454.16,2.86
2083,source-29,J250 (TIPL EAST),1454.16,2.86
